Job No,Institution,URL,List ID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
304,Comerica Inc,https://recruiting.adp.com/srccar/public/RTI.home?d=comerica-jobs&c=1057141#/,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,Comerica Inc,https://recruiting.adp.com/srccar/public/RTI.home?d=comerica-jobs&c=1057141#/,3,0,2,0,1,7,0,0,3,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,1,0,0,1
305,Comerica Inc,https://recruiting.adp.com/srccar/public/RTI.home?d=comerica-jobs&c=1057141#/,1,2,0,1,1,0,0,3,0,7,0,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,0,1,0,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,2,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
305,Comerica Inc,https://recruiting.adp.com/srccar/public/RTI.home?d=comerica-jobs&c=1057141#/,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,Comerica Inc,https://recruiting.adp.com/srccar/public/RTI.home?d=comerica-jobs&c=1057141#/,3,0,2,0,1,7,0,0,3,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,1,0,0,1
306,Comerica Inc,https://recruiting.adp.com/srccar/public/RTI.home?d=comerica-jobs&c=1057141#/,1,2,0,4,1,0,0,4,0,19,0,4,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,2,0,0,1,0,1,0,0,3,0,0,1,0,3,0,1,0,2,0,0,1,0,0,0,0,0,1,1,0,6,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
306,Comerica Inc,https://recruiting.adp.com/srccar/public/RTI.home?d=comerica-jobs&c=1057141#/,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,Comerica Inc,https://recruiting.adp.com/srccar/public/RTI.home?d=comerica-jobs&c=1057141#/,3,0,2,0,4,19,1,0,4,0,0,0,1,0,2,0,0,0,4,0,0,0,0,0,1,0,1,6,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,2,0,0,0,0,4,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,10,0,0,0,0,0,2,0,0,0,3,0,0,0
307,Comerica Inc,https://recruiting.adp.com/srccar/public/RTI.home?d=comerica-jobs&c=1057141#/,1,2,0,4,1,0,0,4,0,19,0,4,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,2,0,0,1,0,1,0,0,3,0,0,1,0,3,0,1,0,2,0,0,1,0,0,0,0,0,1,1,0,6,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
307,Comerica Inc,https://recruiting.adp.com/srccar/public/RTI.home?d=comerica-jobs&c=1057141#/,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,Comerica Inc,https://recruiting.adp.com/srccar/public/RTI.home?d=comerica-jobs&c=1057141#/,3,0,2,0,4,19,1,0,4,0,0,0,1,0,2,0,0,0,4,0,0,0,0,0,1,0,1,6,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,2,0,0,0,0,4,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,10,0,0,0,0,0,2,0,0,0,3,0,0,0
308,Comerica Inc,https://recruiting.adp.com/srccar/public/RTI.home?d=comerica-jobs&c=1057141#/,1,3,0,6,0,0,1,3,0,17,0,4,0,0,3,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,7,0,0,2,1,0,0,0,3,0,0,1,0,6,0,1,0,2,0,0,1,0,0,0,0,1,1,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0
308,Comerica Inc,https://recruiting.adp.com/srccar/public/RTI.home?d=comerica-jobs&c=1057141#/,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,Comerica Inc,https://recruiting.adp.com/srccar/public/RTI.home?d=comerica-jobs&c=1057141#/,3,0,3,0,6,17,1,0,3,0,0,0,0,0,3,1,0,0,4,0,0,1,0,0,2,0,1,3,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,3,0,0,0,3,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,10,0,1,0,0,0,0,2,0,0,3,0,0,1
309,Comerica Inc,https://recruiting.adp.com/srccar/public/RTI.home?d=comerica-jobs&c=1057141#/,1,3,0,6,0,0,1,3,0,17,0,4,0,0,3,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,7,0,0,2,1,0,0,0,3,0,0,1,0,6,0,1,0,2,0,0,1,0,0,0,0,1,1,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0
309,Comerica Inc,https://recruiting.adp.com/srccar/public/RTI.home?d=comerica-jobs&c=1057141#/,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,Comerica Inc,https://recruiting.adp.com/srccar/public/RTI.home?d=comerica-jobs&c=1057141#/,3,0,3,0,6,17,1,0,3,0,0,0,0,0,3,1,0,0,4,0,0,1,0,0,2,0,1,3,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,3,0,0,0,3,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,10,0,1,0,0,0,0,2,0,0,3,0,0,1
310,Comerica Inc,https://recruiting.adp.com/srccar/public/RTI.home?d=comerica-jobs&c=1057141#/,1,2,0,6,0,0,0,3,0,15,0,5,0,0,3,0,2,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,4,1,0,2,0,0,0,0,1,0,0,1,0,5,0,1,0,2,0,0,1,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
310,Comerica Inc,https://recruiting.adp.com/srccar/public/RTI.home?d=comerica-jobs&c=1057141#/,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,Comerica Inc,https://recruiting.adp.com/srccar/public/RTI.home?d=comerica-jobs&c=1057141#/,3,0,2,0,6,15,1,0,3,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,2,0,1,3,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,2,0,0,0,0,4,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,12,0,0,0,0,0,0,2,0,0,1,0,0,1
311,Comerica Inc,https://recruiting.adp.com/srccar/public/RTI.home?d=comerica-jobs&c=1057141#/,1,2,0,6,0,0,0,3,0,15,0,4,0,0,3,0,2,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,4,0,0,2,0,0,0,0,1,0,0,1,0,5,0,1,0,2,0,0,1,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
311,Comerica Inc,https://recruiting.adp.com/srccar/public/RTI.home?d=comerica-jobs&c=1057141#/,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,Comerica Inc,https://recruiting.adp.com/srccar/public/RTI.home?d=comerica-jobs&c=1057141#/,3,0,2,0,6,15,1,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,2,0,1,3,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,2,0,0,0,0,4,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,12,0,0,0,0,0,0,2,0,0,1,0,0,1
312,Comerica Inc,https://recruiting.adp.com/srccar/public/RTI.home?d=comerica-jobs&c=1057141#/,1,1,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,3,0,0,0,0,7,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
312,Comerica Inc,https://recruiting.adp.com/srccar/public/RTI.home?d=comerica-jobs&c=1057141#/,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,Comerica Inc,https://recruiting.adp.com/srccar/public/RTI.home?d=comerica-jobs&c=1057141#/,3,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,1,0,0,1,0,1,0
313,Comerica Inc,https://recruiting.adp.com/srccar/public/RTI.home?d=comerica-jobs&c=1057141#/,1,2,0,4,1,0,0,4,0,19,0,4,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,2,0,0,1,0,1,0,0,3,0,0,1,0,3,0,1,0,2,0,0,1,0,0,0,0,0,1,1,0,6,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
313,Comerica Inc,https://recruiting.adp.com/srccar/public/RTI.home?d=comerica-jobs&c=1057141#/,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,Comerica Inc,https://recruiting.adp.com/srccar/public/RTI.home?d=comerica-jobs&c=1057141#/,3,0,2,0,4,19,1,0,4,0,0,0,1,0,2,0,0,0,4,0,0,0,0,0,1,0,1,6,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,2,0,0,0,0,4,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,10,0,0,0,0,0,2,0,0,0,3,0,0,0
314,Comerica Inc,https://recruiting.adp.com/srccar/public/RTI.home?d=comerica-jobs&c=1057141#/,1,3,0,6,0,0,0,3,0,17,0,4,0,0,3,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,8,0,0,2,1,0,0,0,3,0,0,1,0,6,0,1,0,2,0,0,1,0,0,0,0,1,1,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0
314,Comerica Inc,https://recruiting.adp.com/srccar/public/RTI.home?d=comerica-jobs&c=1057141#/,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,Comerica Inc,https://recruiting.adp.com/srccar/public/RTI.home?d=comerica-jobs&c=1057141#/,3,0,3,0,6,17,1,0,3,0,0,0,0,0,3,0,0,0,4,0,0,1,0,0,2,0,1,3,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,3,0,0,0,3,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,10,0,1,0,0,0,0,2,0,0,3,0,0,1
315,Comerica Inc,https://recruiting.adp.com/srccar/public/RTI.home?d=comerica-jobs&c=1057141#/,1,4,0,5,0,0,0,2,0,2,0,4,0,1,5,0,2,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,5,2,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0
315,Comerica Inc,https://recruiting.adp.com/srccar/public/RTI.home?d=comerica-jobs&c=1057141#/,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
315,Comerica Inc,https://recruiting.adp.com/srccar/public/RTI.home?d=comerica-jobs&c=1057141#/,3,0,4,0,5,2,1,0,2,0,0,0,0,0,5,0,0,0,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,5,0,0,0,0,1,1,1,0,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,4,0,1,0,0,0,0,8,0,0,0,2,0,1
316,Comerica Inc,https://recruiting.adp.com/srccar/public/RTI.home?d=comerica-jobs&c=1057141#/,1,1,0,6,0,0,0,3,0,15,0,4,0,0,3,0,2,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,4,0,0,2,0,0,0,0,1,0,0,1,0,5,0,1,0,2,0,0,1,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
316,Comerica Inc,https://recruiting.adp.com/srccar/public/RTI.home?d=comerica-jobs&c=1057141#/,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,Comerica Inc,https://recruiting.adp.com/srccar/public/RTI.home?d=comerica-jobs&c=1057141#/,3,0,1,0,6,15,1,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,2,0,1,3,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,2,0,0,0,0,4,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,10,0,0,0,0,0,0,2,0,0,1,0,0,1
317,Comerica Inc,https://recruiting.adp.com/srccar/public/RTI.home?d=comerica-jobs&c=1057141#/,1,2,0,6,0,0,0,3,0,15,0,4,0,0,3,0,2,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,4,0,0,2,0,0,0,0,1,0,0,1,0,5,0,1,0,2,0,0,1,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
317,Comerica Inc,https://recruiting.adp.com/srccar/public/RTI.home?d=comerica-jobs&c=1057141#/,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,Comerica Inc,https://recruiting.adp.com/srccar/public/RTI.home?d=comerica-jobs&c=1057141#/,3,0,2,0,6,15,1,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,2,0,1,3,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,2,0,0,0,0,4,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,12,0,0,0,0,0,0,2,0,0,1,0,0,1
318,Comerica Inc,https://recruiting.adp.com/srccar/public/RTI.home?d=comerica-jobs&c=1057141#/,1,2,0,4,1,0,0,4,0,19,0,4,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,2,0,0,1,0,1,0,0,3,0,0,1,0,3,0,1,0,2,0,0,1,0,0,0,0,0,1,1,0,6,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
318,Comerica Inc,https://recruiting.adp.com/srccar/public/RTI.home?d=comerica-jobs&c=1057141#/,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
